stop_name,train_class,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
CHIUSI C.T.,IC,Mon,4.696969696969697,-2.0,12,132,42,35,25,43.002466,11.957893
CODROIPO,IC,Mon,0.0,-1.0,1,4,0,0,0,45.9657,12.976543
CROPANI,IC,Mon,10.489795918367347,7.0,4,49,48,41,14,38.921968,16.813562
FERRARA,IC,Mon,6.3023255813953485,2.0,4,43,18,10,5,44.843047,11.603594
FIDENZA,IC,Mon,5.532467532467533,1.0,15,154,51,40,24,44.86773,10.06339
FINALE LIGURE MARINA,IC,Mon,6.3628318584070795,5.0,10,113,73,49,17,44.169116,8.34033
FIRENZE CAMPO MARTE,IC,Mon,4.468085106382978,2.0,9,47,17,14,10,43.776856,11.27702
FORMIA-GAETA,IC,Mon,7.563106796116505,4.0,30,309,157,108,62,41.258773,13.605996
FOSSATO DI VICO GUBBIO,IC,Mon,4.134615384615385,1.0,4,52,17,15,9,43.283798,12.757258
FROSINONE,IC,Mon,4.3076923076923075,-1.0,2,26,13,13,13,41.625333,13.328728
FUSCALDO,IC,Mon,6.0,6.0,1,1,1,1,0,39.409692,16.011475
GIOIA DEL COLLE,IC,Mon,4.777777777777778,-5.0,3,18,5,5,4,40.796983,16.916569
GIOIA TAURO,IC,Mon,8.053691275167786,0.0,15,149,47,37,23,38.423436,15.897516
GIULIANOVA,IC,Mon,5.985714285714286,3.0,12,140,66,48,24,42.751673,13.965743
JESI,IC,Mon,4.980769230769231,2.0,4,52,15,11,8,43.520164,13.251316
LENTINI,IC,Mon,18.089285714285715,6.0,9,56,35,30,17,37.300916,14.99758
LEVANTO,IC,Mon,2.3789954337899544,0.0,17,219,44,27,13,44.174167,9.616018
LOCRI,IC,Mon,9.081632653061224,4.0,4,49,26,21,11,38.233154,16.264787
LODI,IC,Mon,4.272108843537415,1.0,13,147,40,26,16,45.308966,9.497585
MARATEA,IC,Mon,18.55072463768116,6.0,10,69,43,37,21,39.995028,15.70975
MILANO LAMBRATE,IC,Mon,3.7222222222222223,2.0,3,36,15,9,2,45.484933,9.237333
MONFALCONE,IC,Mon,2.86046511627907,1.0,4,43,8,4,1,45.807683,13.542929
NOVARA,IC,Mon,4.793103448275862,1.0,4,29,8,3,2,45.451376,8.624895
NOVI LIGURE,IC,Mon,-0.07894736842105263,-1.0,3,38,6,4,1,44.762521,8.787289
ORTE,IC,Mon,5.758241758241758,3.0,17,182,85,60,31,42.43728,12.408986
ORVIETO,IC,Mon,7.423076923076923,1.0,13,130,49,39,25,42.723379,12.127412
OSTUNI,IC,Mon,4.771739130434782,2.0,11,92,37,25,11,40.752356,17.580809
PARMA,IC,Mon,5.944099378881988,2.0,19,161,61,43,26,44.810203,10.32837
PERUGIA,IC,Mon,4.243243243243243,2.0,3,37,10,8,6,43.103808,12.375567
PISCIOTTA PALINURO,IC,Mon,23.423076923076923,4.0,6,52,31,24,21,40.091539,15.243601
RIMINIFIERA,IC,Mon,9.214285714285714,3.0,7,14,7,5,2,,
ROMA AURELIA,IC,Mon,5.0,5.0,1,1,1,0,0,41.88344,12.395271
ROSARNO,IC,Mon,9.674796747967479,1.0,13,123,38,32,17,38.488593,15.970149
ROSSANO,IC,Mon,11.673469387755102,10.0,4,49,40,35,22,39.603005,16.640859
S.CATERINA DELL`JONIO,IC,Mon,6.0,6.0,1,1,1,1,0,38.530452,16.571093
SALERNO,IC,Mon,8.404081632653062,0.0,28,245,90,76,54,40.675137,14.772822
SCALEA S.DOMENICA TALAO,IC,Mon,14.18918918918919,6.0,12,111,68,56,36,39.8083,15.80139
SIBARI,IC,Mon,7.448979591836735,4.0,4,49,26,20,11,39.749863,16.456922
SIDERNO,IC,Mon,9.571428571428571,5.0,4,49,30,23,13,38.2708,16.302
SPOLETO,IC,Mon,3.75,2.0,8,100,41,28,12,42.748121,12.736142
TELESE CERRETO,IC,Mon,8.038461538461538,8.0,2,26,20,17,8,41.211709,14.526165
TORINO P.NUOVA,IC,Mon,3.05,1.0,8,60,16,11,3,45.060969,7.67747
